0.7804 	WARNING 	Movie2 stim could not be imported and won't be available
4.7997 	EXP 	Created property_stim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='property_stim', opacity=1.0, ori=0, pos=array([ 0. , -0.1]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
4.8201 	EXP 	Created ending = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='ending', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
4.8253 	EXP 	Imported instructions-p1.xlsx as conditions, 4 conditions, 1 params
4.8257 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
4.9037 	EXP 	New trial (rep=0, index=0): {u'text': u"Welcome to the study! This lab has been developing a new machine learning algorithm, but we need humans to help confirm that the algorithm's data is correct. Your responses will be used to help us improve our algorithm."}
4.9621 	EXP 	intro_text: text = u"Welcome to the study! This lab has been developing a new machine learning algorithm, but we need humans to help confirm that the algorithm's data is correct. Your responses will be used to help us improve our algorithm."
4.9621 	EXP 	intro_text: autoDraw = True
4.9621 	EXP 	text_2: autoDraw = True
5.5998 	DATA 	Keypress: space
5.6014 	EXP 	New trial (rep=0, index=1): {u'text': u'You will be reading sentences and responding to them. A sentence with an underlined word will appear on the screen. When that happens, please fully comprehend the sentence as you read it out loud. After six seconds, the sentence will disappear and a short phrase will appear on the screen. Your job is simply to tell us whether the phrase can be a property of the underlined word.'}
5.6914 	EXP 	intro_text: autoDraw = False
5.6914 	EXP 	text_2: autoDraw = False
5.6914 	EXP 	intro_text: text = u'You will be reading sentences and responding to them. A sentence with an underlined word will appear on the screen. When that happens, please fully comprehend the sentence as you read it out loud. After six seconds, the sentence will disappear and a short phrase will appear on the screen. Your job is simply to tell us whether the phrase can be a property of the underlined word.'
5.6914 	EXP 	intro_text: autoDraw = True
5.6914 	EXP 	text_2: autoDraw = True
5.8195 	DATA 	Keypress: space
5.8200 	EXP 	New trial (rep=0, index=2): {u'text': u"If the phrase can be a property of the underlined word, press the green key. And if the phrase can't be a property of the underlined word, press the red key. Please respond as quickly as possible,but avoid making errors."}
5.8714 	EXP 	intro_text: autoDraw = False
5.8714 	EXP 	text_2: autoDraw = False
5.8714 	EXP 	intro_text: text = u"If the phrase can be a property of the underlined word, press the green key. And if the phrase can't be a property of the underlined word, press the red key. Please respond as quickly as possible,but avoid making errors."
5.8714 	EXP 	intro_text: autoDraw = True
5.8714 	EXP 	text_2: autoDraw = True
6.0218 	DATA 	Keypress: space
6.0226 	EXP 	New trial (rep=0, index=3): {u'text': u"After this slide you'll begin a practice session. If you make any mistakes an experimenter will be standing by to correct you. Just remember to read all the sentences (but not the phrases) out loud. In order to move between trials in the experiment, press the space bar. When you're ready to begin, please turn around and tell the experimenter."}
6.1012 	EXP 	intro_text: autoDraw = False
6.1012 	EXP 	text_2: autoDraw = False
6.1012 	EXP 	intro_text: text = u"After this slide you'll begin a practice session. If you make any mistakes an experimenter will be standing by to correct you. Just remember to read all the sentences (but not the phrases) out loud. In order to move between trials in the experiment, press the space bar. When you're ready to begin, please turn around and tell the experimenter."
6.1012 	EXP 	intro_text: autoDraw = True
6.1012 	EXP 	text_2: autoDraw = True
6.2018 	DATA 	Keypress: space
6.2056 	EXP 	Imported stim-prac.xlsx as conditions, 4 conditions, 3 params
6.2061 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
6.2074 	EXP 	New trial (rep=0, index=0): {u'property': u'has a smell', u'response': u'j', u'sentence': u'The *skunk* was under a large willow.'}
6.2229 	EXP 	intro_text: autoDraw = False
6.2229 	EXP 	text_2: autoDraw = False
7.4714 	DATA 	Keypress: space
7.5061 	EXP 	sentence_stim: text = u'The *skunk* was under a large willow.'
7.5061 	EXP 	property_stim: text = u'has a smell'
7.7354 	DATA 	Keypress: space
7.9948 	EXP 	sentence_stim: autoDraw = True
8.6191 	DATA 	Keypress: j
9.4239 	DATA 	Keypress: j
9.7873 	DATA 	Keypress: j
10.0895 	DATA 	Keypress: j
13.8953 	DATA 	Keypress: j
13.9955 	EXP 	sentence_stim: autoDraw = False
13.9955 	EXP 	property_stim: autoDraw = True
14.3171 	DATA 	Keypress: j
14.3202 	EXP 	New trial (rep=0, index=1): {u'property': u'can contain money', u'response': u'j', u'sentence': u'The *bank* was robbed by three bandits.'}
14.3377 	EXP 	sentence_stim: autoDraw = False
14.3377 	EXP 	property_stim: autoDraw = False
16.3111 	DATA 	Keypress: space
16.3626 	EXP 	sentence_stim: text = u'The *bank* was robbed by three bandits.'
16.3626 	EXP 	property_stim: text = u'can contain money'
16.8349 	EXP 	sentence_stim: autoDraw = True
16.9954 	DATA 	Keypress: space
17.3581 	DATA 	Keypress: space
18.5469 	DATA 	Keypress: j
18.7673 	DATA 	Keypress: escape
